ProductID,ProductName,Category,total_quantity_sold,total_revenue
4805,Mixer,Home Appliances,559,2.715072573E7
4923,Microwave,Home Appliances,683,3.208762845E7
2937,Gym Kit,Sports,670,3.455179908E7
3959,Jeans,Clothing,665,3.294849011E7
2807,Football,Sports,624,3.04206633E7
1065,T-Shirt,Clothing,702,3.821435231E7
273,Mixer,Home Appliances,834,3.947703605E7
4264,Sofa,Furniture,655,3.101396109E7
1877,Football,Sports,634,2.69578284E7
2147,Refrigerator,Home Appliances,590,3.165842357E7
4049,Jacket,Clothing,724,3.453274222E7
4888,Cricket Bat,Sports,622,3.045794034E7
826,Cricket Bat,Sports,767,3.745478358E7
2748,T-Shirt,Clothing,614,2.998287497E7
3383,Cupboard,Furniture,672,3.144927883E7
2121,Tablet,Electronics,629,3.297305892E7
4864,Novel,Books,588,3.049979611E7
3841,T-Shirt,Clothing,583,2.989173947E7
3410,Refrigerator,Home Appliances,680,3.556030043E7
894,Data Science Book,Books,735,3.563852926E7
2391,Sofa,Furniture,651,3.594975416E7
3126,T-Shirt,Clothing,554,2.707619995E7
1583,Football,Sports,596,2.673181335E7
3196,Cricket Bat,Sports,624,3.08077234E7
4259,Office Chair,Furniture,685,3.301157536E7
3181,Speaker,Electronics,653,3.034645175E7
3523,Gym Kit,Sports,582,2.950821535E7
610,Refrigerator,Home Appliances,691,3.288252725E7
4520,Shirt,Clothing,658,3.401195918E7
1921,Mobile Phone,Electronics,663,3.46265607E7
29,Refrigerator,Home Appliances,612,3.170185779E7
3560,Shirt,Clothing,645,3.252324641E7
720,Cupboard,Furniture,609,3.107362973E7
1910,Speaker,Electronics,662,2.964002736E7
3564,Tennis Racket,Sports,698,3.081024524E7
3586,Dictionary,Books,721,3.835253059E7
703,Programming Book,Books,645,3.024663729E7
4438,Cricket Bat,Sports,645,3.247991322E7
3732,Office Chair,Furniture,861,4.239816877E7
258,Mixer,Home Appliances,590,3.097672608E7
2532,Dictionary,Books,664,3.199220296E7
238,Mixer,Home Appliances,771,3.947569852E7
2503,Novel,Books,511,2.459999527E7
2505,Table,Furniture,697,3.48794715E7
4752,Cupboard,Furniture,679,3.101113999E7
4105,Table,Furniture,722,3.992729257E7
1787,Cricket Bat,Sports,628,3.118144144E7
401,Gym Kit,Sports,585,2.682307074E7
2093,Refrigerator,Home Appliances,630,2.995059899E7
1558,Programming Book,Books,718,3.348876711E7
32,Novel,Books,582,3.054058128E7
614,Jacket,Clothing,700,3.841414192E7
3710,Speaker,Electronics,676,3.204040923E7
1370,Tennis Racket,Sports,648,3.361718851E7
1511,Tablet,Electronics,758,3.47546825E7
3676,T-Shirt,Clothing,860,4.51915318E7
2608,Keyboard,Electronics,596,2.813775861E7
651,Football,Sports,512,2.592384963E7
1438,Refrigerator,Home Appliances,612,3.562003247E7
1424,Cricket Bat,Sports,733,3.982845791E7
1542,Microwave,Home Appliances,718,3.545151319E7
2797,Data Science Book,Books,712,3.608613468E7
4904,Refrigerator,Home Appliances,827,4.254186354E7
2774,Office Chair,Furniture,619,2.755013152E7
829,Office Chair,Furniture,763,4.052135813E7
3102,Keyboard,Electronics,681,3.491351773E7
1802,Refrigerator,Home Appliances,624,3.239391184E7
2061,Shirt,Clothing,601,3.457028205E7
941,Cupboard,Furniture,753,3.759552457E7
64,Tablet,Electronics,715,3.21047774E7
195,T-Shirt,Clothing,585,3.045673407E7
1588,Washing Machine,Home Appliances,628,3.171347877E7
1169,Tablet,Electronics,614,3.055472745E7
1431,Table,Furniture,584,2.821072524E7
3789,Monitor,Electronics,708,3.553958996E7
3570,Washing Machine,Home Appliances,660,3.156172997E7
4577,Cricket Bat,Sports,524,2.422538835E7
4223,Dictionary,Books,628,3.069457124E7
4644,Office Desk,Furniture,654,2.816422114E7
1982,Jeans,Clothing,759,3.902222439E7
2696,Office Chair,Furniture,758,3.593228015E7
3855,Keyboard,Electronics,653,3.460140762E7
558,Shirt,Clothing,697,3.655194262E7
4437,Office Desk,Furniture,785,3.964598385E7
2031,Shirt,Clothing,717,3.844902228E7
2300,Mixer,Home Appliances,670,3.042838345E7
2042,Jacket,Clothing,619,3.265980547E7
2498,Table,Furniture,637,3.305651009E7
1502,Tablet,Electronics,564,2.763640303E7
4659,Microwave,Home Appliances,622,3.223529188E7
306,Laptop,Electronics,698,3.50357997E7
2563,Programming Book,Books,601,3.179592389E7
2154,Microwave,Home Appliances,760,4.221651264E7
4391,Novel,Books,714,4.049953841E7
1009,Programming Book,Books,640,2.916939641E7
1600,Jeans,Clothing,669,3.252458314E7
2328,Shirt,Clothing,579,2.810623861E7
1072,Microwave,Home Appliances,709,3.284202172E7
1299,Office Desk,Furniture,560,2.704465455E7
952,Gym Kit,Sports,749,3.772683013E7
3584,Speaker,Electronics,695,3.350112867E7
1873,Gym Kit,Sports,662,3.602803075E7
1716,Shirt,Clothing,758,4.054222489E7
200,Data Science Book,Books,643,3.314606616E7
2198,Office Desk,Furniture,588,2.890672032E7
1364,Office Chair,Furniture,651,3.102186317E7
426,Jacket,Clothing,641,3.155925304E7
4865,Keyboard,Electronics,681,3.18737524E7
24,Dictionary,Books,671,3.267768666E7
1895,Gym Kit,Sports,676,3.537472849E7
3036,Cricket Bat,Sports,688,3.763293401E7
865,Microwave,Home Appliances,651,3.889875654E7
3862,Tennis Racket,Sports,704,3.461016386E7
1630,T-Shirt,Clothing,608,3.108463321E7
3529,Microwave,Home Appliances,646,3.145100571E7
1490,Cupboard,Furniture,662,3.831730871E7
1784,Data Science Book,Books,698,3.692091137E7
469,Washing Machine,Home Appliances,674,3.284526135E7
1437,Jeans,Clothing,767,4.118041215E7
789,Dictionary,Books,671,3.211875117E7
1187,T-Shirt,Clothing,623,2.963339304E7
4098,Football,Sports,601,3.151159769E7
458,Mobile Phone,Electronics,651,2.885635176E7
1634,Gym Kit,Sports,703,3.549689415E7
3831,Keyboard,Electronics,742,3.66153563E7
2862,Mobile Phone,Electronics,543,2.616841374E7
3948,Table,Furniture,692,3.544244402E7
3659,Gym Kit,Sports,615,2.987015536E7
1048,Microwave,Home Appliances,555,2.441458647E7
1959,Data Science Book,Books,750,3.876932966E7
4942,Washing Machine,Home Appliances,687,3.34286282E7
3695,Jacket,Clothing,630,3.308027377E7
3484,T-Shirt,Clothing,631,3.110953008E7
4966,Cupboard,Furniture,613,3.060843881E7
3328,Microwave,Home Appliances,671,3.395320036E7
3557,Dictionary,Books,599,2.849835934E7
3411,Jacket,Clothing,673,3.367954156E7
4830,Jeans,Clothing,676,3.319465222E7
2037,Mouse,Electronics,592,2.639024465E7
3202,Mixer,Home Appliances,629,2.922276589E7
659,Dictionary,Books,830,4.504960754E7
1177,Tablet,Electronics,748,3.969504647E7
4782,Washing Machine,Home Appliances,710,3.374686393E7
3994,Washing Machine,Home Appliances,560,2.796819672E7
726,Dictionary,Books,719,3.727710956E7
911,Sofa,Furniture,682,3.444071987E7
3506,Mouse,Electronics,656,3.6294887E7
3387,Sofa,Furniture,689,3.12721595E7
4341,Jacket,Clothing,741,3.988032784E7
2495,Mixer,Home Appliances,609,3.002160479E7
3345,Washing Machine,Home Appliances,631,2.878576192E7
3636,Cricket Bat,Sports,709,3.365989776E7
3206,Microwave,Home Appliances,598,2.873284227E7
4097,Microwave,Home Appliances,649,3.815686809E7
592,Jeans,Clothing,641,3.098813437E7
6,Data Science Book,Books,620,2.810253501E7
4025,Mixer,Home Appliances,557,2.764125789E7
1481,Cupboard,Furniture,705,3.430169981E7
3073,Jeans,Clothing,659,3.637414276E7
2301,Tablet,Electronics,646,3.390626172E7
528,Cricket Bat,Sports,709,3.806553951E7
2945,Microwave,Home Appliances,708,3.498257846E7
924,Washing Machine,Home Appliances,528,2.642076972E7
3629,Data Science Book,Books,648,3.085250858E7
1273,Programming Book,Books,647,3.445498114E7
2573,Programming Book,Books,600,2.713753529E7
2501,Shirt,Clothing,693,3.499733268E7
2455,Laptop,Electronics,675,3.219547017E7
965,Cupboard,Furniture,624,3.381508066E7
1955,Data Science Book,Books,766,4.060594707E7
382,Football,Sports,684,3.413512115E7
3567,Office Chair,Furniture,797,3.985575508E7
762,Data Science Book,Books,719,3.636018279E7
964,Jacket,Clothing,701,3.33479991E7
3067,Monitor,Electronics,653,2.90541346E7
4515,Mixer,Home Appliances,720,3.540350212E7
976,Dictionary,Books,655,3.149304714E7
2376,Jeans,Clothing,633,3.422436264E7
2451,Washing Machine,Home Appliances,704,3.509129077E7
2454,Speaker,Electronics,601,3.256335165E7
4737,Programming Book,Books,671,3.348146725E7
2184,Mobile Phone,Electronics,647,3.22469632E7
3758,Dictionary,Books,536,2.753502582E7
2182,Office Chair,Furniture,800,3.890642939E7
174,Gym Kit,Sports,555,2.542317985E7
4758,Washing Machine,Home Appliances,584,2.809883357E7
613,Dictionary,Books,593,3.063936668E7
3877,Shirt,Clothing,713,3.379441037E7
4083,Programming Book,Books,683,2.987534223E7
1354,Keyboard,Electronics,559,3.130299031E7
1720,Tablet,Electronics,654,3.413444762E7
4242,Keyboard,Electronics,697,3.656837001E7
1793,Jacket,Clothing,658,3.183672889E7
413,Refrigerator,Home Appliances,672,3.426819025E7
1448,Cricket Bat,Sports,537,2.740239553E7
3096,Jeans,Clothing,538,3.135084641E7
2866,Dictionary,Books,648,3.57796131E7
4431,Jeans,Clothing,668,3.026694498E7
4869,Cricket Bat,Sports,717,4.000840076E7
2562,Jeans,Clothing,683,3.813649309E7
2714,Cupboard,Furniture,747,3.464309606E7
4445,Monitor,Electronics,755,3.648476024E7
4535,Sofa,Furniture,628,3.009455583E7
4794,Football,Sports,601,2.718147271E7
2104,Laptop,Electronics,735,3.529958799E7
1789,Office Chair,Furniture,644,3.096285325E7
2302,Sofa,Furniture,766,4.534367823E7
3804,Office Desk,Furniture,666,3.263647364E7
1475,Jeans,Clothing,779,3.480786209E7
2594,Microwave,Home Appliances,616,3.048531571E7
4704,Cricket Bat,Sports,698,3.232292301E7
4118,Programming Book,Books,658,3.510531766E7
4295,Sofa,Furniture,576,2.946758111E7
4881,Jeans,Clothing,665,3.428058894E7
1036,Office Desk,Furniture,623,2.824661035E7
3475,Mouse,Electronics,568,2.750962976E7
1294,Jeans,Clothing,599,3.137814303E7
124,Washing Machine,Home Appliances,668,3.381758363E7
2834,Tablet,Electronics,720,3.709424666E7
4860,Office Desk,Furniture,726,3.865324735E7
4027,Microwave,Home Appliances,561,2.870239881E7
3594,Washing Machine,Home Appliances,732,3.324229925E7
2436,Data Science Book,Books,611,3.226975272E7
179,Tennis Racket,Sports,735,3.825325652E7
3258,Jeans,Clothing,684,3.690708405E7
3588,Programming Book,Books,678,3.453488788E7
491,Football,Sports,673,3.555314297E7
3816,Mixer,Home Appliances,597,3.122813153E7
1059,Mobile Phone,Electronics,748,3.639259022E7
2195,Tennis Racket,Sports,661,3.302799313E7
3386,Data Science Book,Books,750,3.510652614E7
834,Mobile Phone,Electronics,667,3.552466282E7
4745,Tennis Racket,Sports,646,3.209239639E7
1699,Football,Sports,614,3.115057732E7
467,Office Desk,Furniture,689,3.716067933E7
1143,Microwave,Home Appliances,672,3.088602364E7
640,Jeans,Clothing,645,3.39402784E7
1779,Shirt,Clothing,643,2.970420869E7
2745,Jacket,Clothing,577,2.552069409E7
633,Office Desk,Furniture,574,2.719534982E7
1275,Mixer,Home Appliances,688,3.897704302E7
415,Cupboard,Furniture,560,2.79319469E7
2977,Keyboard,Electronics,680,3.480654121E7
2241,Tennis Racket,Sports,588,2.863816693E7
3522,Sofa,Furniture,763,4.163382657E7
346,Football,Sports,529,2.747188817E7
3769,Football,Sports,650,3.338863334E7
1034,Gym Kit,Sports,675,3.400920885E7
4526,Data Science Book,Books,799,4.149929482E7
3777,Novel,Books,599,2.758699384E7
1690,Programming Book,Books,588,3.12860237E7
4427,Cupboard,Furniture,656,3.283341708E7
1677,Sofa,Furniture,730,3.7118397E7
1181,Novel,Books,591,2.934363165E7
2856,Sofa,Furniture,714,3.672326545E7
3883,Speaker,Electronics,599,2.802210859E7
4358,Dictionary,Books,711,3.433895701E7
1788,Office Chair,Furniture,638,3.374105213E7
1276,Data Science Book,Books,595,2.91766892E7
3819,Football,Sports,757,3.682733792E7
915,Tennis Racket,Sports,788,3.759912022E7
940,Table,Furniture,494,2.543966269E7
3922,Jeans,Clothing,633,2.971625855E7
2857,Washing Machine,Home Appliances,626,3.354747387E7
2822,Refrigerator,Home Appliances,685,3.555628596E7
1962,Office Desk,Furniture,624,3.294610752E7
4887,Mixer,Home Appliances,619,2.7439425E7
4498,Washing Machine,Home Appliances,676,3.70928456E7
4912,Gym Kit,Sports,667,3.413089776E7
3333,Data Science Book,Books,630,3.257414459E7
2000,Office Chair,Furniture,739,3.748929667E7
2026,Gym Kit,Sports,566,2.956015959E7
982,Washing Machine,Home Appliances,644,3.039970227E7
1753,Mouse,Electronics,651,3.332720334E7
3436,Sofa,Furniture,614,3.106446841E7
1515,Jeans,Clothing,614,3.167321063E7
2072,Cricket Bat,Sports,695,3.291065175E7
3353,Tablet,Electronics,567,2.733751995E7
1050,T-Shirt,Clothing,666,3.659992682E7
248,Novel,Books,538,2.725948899E7
2938,Laptop,Electronics,587,2.755367048E7
316,Keyboard,Electronics,650,2.966339183E7
1234,Table,Furniture,685,3.374368288E7
3156,Microwave,Home Appliances,691,3.324765387E7
3698,Laptop,Electronics,665,3.230698619E7
4363,Dictionary,Books,671,3.442251425E7
966,Sofa,Furniture,604,2.699841955E7
2565,Data Science Book,Books,618,3.215377188E7
2757,Washing Machine,Home Appliances,736,3.961328201E7
1089,T-Shirt,Clothing,745,3.782782316E7
3369,Dictionary,Books,640,3.394972696E7
1109,Novel,Books,651,3.168795763E7
4455,Novel,Books,710,3.388094792E7
1608,Tennis Racket,Sports,617,3.087220565E7
4063,T-Shirt,Clothing,554,2.940319262E7
4046,Programming Book,Books,632,2.949644609E7
4920,Tennis Racket,Sports,757,3.825288823E7
60,Laptop,Electronics,675,3.290263688E7
2548,Gym Kit,Sports,775,3.550363792E7
4174,Dictionary,Books,643,2.982164301E7
947,Dictionary,Books,599,3.15311477E7
2142,Cupboard,Furniture,592,2.962629752E7
4430,Jacket,Clothing,635,3.04639988E7
4385,Novel,Books,651,2.868361664E7
2886,Keyboard,Electronics,620,3.054806153E7
3152,Mobile Phone,Electronics,604,2.825060126E7
2347,Tennis Racket,Sports,554,2.593620779E7
699,Tennis Racket,Sports,729,3.770303133E7
1948,Refrigerator,Home Appliances,651,3.178189675E7
4890,Cricket Bat,Sports,650,3.173879129E7
2100,Refrigerator,Home Appliances,563,3.13456837E7
4068,Data Science Book,Books,744,3.817393321E7
4154,Mobile Phone,Electronics,576,3.01679707E7
3023,Shirt,Clothing,639,3.207995243E7
1661,Mouse,Electronics,663,3.242676793E7
2874,Monitor,Electronics,647,3.131703922E7
271,Football,Sports,624,3.006491649E7
2269,Football,Sports,650,3.494560373E7
596,Data Science Book,Books,795,3.905944024E7
1164,Dictionary,Books,717,3.45285826E7
2144,Gym Kit,Sports,570,2.829741784E7
3004,Washing Machine,Home Appliances,695,3.633757255E7
4712,Refrigerator,Home Appliances,708,3.045816519E7
2293,Table,Furniture,688,3.386674048E7
2639,Mixer,Home Appliances,740,3.843154245E7
2981,Jeans,Clothing,754,3.695261516E7
2032,Programming Book,Books,717,3.275838113E7
4140,Cricket Bat,Sports,534,2.37769364E7
2479,Dictionary,Books,653,3.22432809E7
31,Gym Kit,Sports,766,4.153995183E7
2185,Office Chair,Furniture,553,2.696735877E7
2148,Gym Kit,Sports,612,3.189844799E7
3590,T-Shirt,Clothing,714,3.162855115E7
2114,Cricket Bat,Sports,797,3.803310695E7
1615,T-Shirt,Clothing,625,3.00391815E7
2519,Mixer,Home Appliances,611,3.599844054E7
4856,Keyboard,Electronics,632,2.757781325E7
285,Data Science Book,Books,567,2.940423112E7
3025,Novel,Books,611,3.001132889E7
4482,Shirt,Clothing,645,3.071853074E7
4992,Programming Book,Books,757,3.70039974E7
4000,Dictionary,Books,618,3.186222481E7
3163,Monitor,Electronics,692,3.282034593E7
2274,Programming Book,Books,725,3.758150527E7
1611,Sofa,Furniture,717,3.741191501E7
2992,Tablet,Electronics,636,3.265608149E7
3778,Table,Furniture,613,2.834325411E7
4894,Cupboard,Furniture,633,3.283437643E7
1724,Refrigerator,Home Appliances,663,3.255684231E7
1428,Mobile Phone,Electronics,733,3.586579863E7
3539,Office Desk,Furniture,640,3.364315164E7
3479,Cricket Bat,Sports,701,3.494390937E7
275,Refrigerator,Home Appliances,657,3.212523499E7
365,Dictionary,Books,588,2.827482835E7
1378,Tennis Racket,Sports,760,3.728879266E7
4207,Office Chair,Furniture,661,3.336750803E7
1621,Tablet,Electronics,788,4.263809349E7
3527,Monitor,Electronics,519,2.260283322E7
4819,Monitor,Electronics,752,4.053571728E7
1623,Jacket,Clothing,601,2.989058791E7
4090,Programming Book,Books,579,2.820714001E7
4001,Novel,Books,781,4.377808081E7
3231,Jeans,Clothing,679,3.82355812E7
486,Gym Kit,Sports,738,3.520083575E7
4309,Cricket Bat,Sports,643,3.041635313E7
3109,Speaker,Electronics,664,3.2728691E7
3211,Novel,Books,713,3.747695697E7
4883,Shirt,Clothing,813,4.394529119E7
449,Washing Machine,Home Appliances,645,3.381412412E7
3747,Cricket Bat,Sports,717,3.620582351E7
407,Mixer,Home Appliances,753,4.034359943E7
3868,Football,Sports,672,3.469514738E7
2323,Mixer,Home Appliances,689,3.535556946E7
944,Microwave,Home Appliances,567,2.816553875E7
4709,Office Desk,Furniture,677,3.426968441E7
4742,Microwave,Home Appliances,671,3.240003551E7
3124,Dictionary,Books,711,3.49549486E7
185,Data Science Book,Books,706,3.806405478E7
2520,Novel,Books,777,3.646388755E7
4914,Dictionary,Books,726,3.476768059E7
3465,Shirt,Clothing,646,3.240570505E7
2012,Jacket,Clothing,620,3.362916917E7
1957,Jacket,Clothing,572,2.562772918E7
170,Data Science Book,Books,689,3.396804527E7
1540,Cricket Bat,Sports,826,4.370584093E7
3641,Jeans,Clothing,668,3.228055182E7
3639,Dictionary,Books,614,2.821034559E7
3327,Dictionary,Books,755,3.655337374E7
2746,Refrigerator,Home Appliances,726,3.43003665E7
4141,Jeans,Clothing,631,3.508592496E7
4641,Table,Furniture,641,3.358003985E7
2123,Tablet,Electronics,694,3.613147352E7
1825,Office Chair,Furniture,692,3.436156431E7
3121,Mobile Phone,Electronics,689,3.247594709E7
2108,Shirt,Clothing,696,3.346097696E7
73,Microwave,Home Appliances,560,2.656337322E7
3442,Monitor,Electronics,631,3.268517345E7
3736,Table,Furniture,663,3.208123211E7
140,Shirt,Clothing,686,3.460103452E7
1284,Office Desk,Furniture,636,3.246120849E7
3568,Data Science Book,Books,586,2.993373521E7
1803,Programming Book,Books,720,3.750906908E7
2045,Microwave,Home Appliances,734,3.253798146E7
4811,Cupboard,Furniture,664,3.12322181E7
2119,Washing Machine,Home Appliances,712,3.469408613E7
1637,Cricket Bat,Sports,741,4.009285034E7
4402,T-Shirt,Clothing,749,3.906698581E7
3396,Office Chair,Furniture,663,3.394182603E7
1759,Keyboard,Electronics,706,3.807819577E7
2192,Tennis Racket,Sports,686,3.550827088E7
3850,Programming Book,Books,736,3.479519258E7
1289,Mobile Phone,Electronics,677,3.416033287E7
83,Tennis Racket,Sports,720,3.849776687E7
1695,Gym Kit,Sports,639,2.9224355E7
1255,T-Shirt,Clothing,768,4.109214306E7
2208,Programming Book,Books,724,3.288559486E7
1477,Office Desk,Furniture,649,3.29528787E7
8,Shirt,Clothing,693,3.796593747E7
2373,Programming Book,Books,532,2.674242923E7
4711,Table,Furniture,752,3.570200284E7
3725,Dictionary,Books,658,3.630070784E7
3613,Programming Book,Books,655,3.23277527E7
980,Dictionary,Books,661,3.525044691E7
1312,Laptop,Electronics,760,3.787901734E7
1660,Table,Furniture,736,3.756711104E7
422,T-Shirt,Clothing,606,3.086513674E7
2990,Washing Machine,Home Appliances,821,4.076459982E7
1790,Mouse,Electronics,667,3.289802951E7
4927,Cricket Bat,Sports,535,2.687889516E7
3851,Football,Sports,605,2.898356257E7
2308,Cricket Bat,Sports,617,3.07474352E7
3756,Programming Book,Books,743,3.938612587E7
1703,Mixer,Home Appliances,512,2.842793477E7
3046,Mixer,Home Appliances,605,2.93704148E7
1584,Tennis Racket,Sports,701,3.699665236E7
3500,Mixer,Home Appliances,660,3.510658923E7
4950,Sofa,Furniture,681,3.221031744E7
4738,Table,Furniture,676,3.29039598E7
3144,Table,Furniture,557,2.74517836E7
1157,Washing Machine,Home Appliances,604,3.045164753E7
2174,Office Chair,Furniture,618,2.892359319E7
1336,Sofa,Furniture,700,3.571939274E7
2362,Data Science Book,Books,746,3.532806864E7
825,Data Science Book,Books,682,3.145281589E7
3343,Football,Sports,621,3.234861984E7
1401,Office Chair,Furniture,662,3.389717071E7
1778,Refrigerator,Home Appliances,578,3.065446813E7
431,Monitor,Electronics,660,3.221754348E7
1570,Tennis Racket,Sports,711,3.254324732E7
4411,Dictionary,Books,636,3.092606836E7
4636,Jacket,Clothing,606,3.13514708E7
3690,Shirt,Clothing,665,3.418470854E7
3939,Jeans,Clothing,651,3.357597463E7
1843,Mixer,Home Appliances,662,2.942634487E7
1456,Sofa,Furniture,635,3.076076449E7
148,Gym Kit,Sports,706,3.653808107E7
69,Jeans,Clothing,711,3.793775713E7
1691,T-Shirt,Clothing,757,4.277064035E7
4368,Dictionary,Books,677,3.587542282E7
484,Tennis Racket,Sports,660,3.063849663E7
1968,Refrigerator,Home Appliances,687,3.518745167E7
690,Data Science Book,Books,700,3.251320041E7
4316,Monitor,Electronics,757,3.715768658E7
1694,T-Shirt,Clothing,672,3.632736264E7
2885,Football,Sports,749,4.164360011E7
447,Speaker,Electronics,557,2.926234133E7
1026,Jeans,Clothing,650,3.034399199E7
4511,T-Shirt,Clothing,777,3.717011666E7
3105,Shirt,Clothing,704,2.984811076E7
4943,Tennis Racket,Sports,692,3.135464746E7
2453,Mobile Phone,Electronics,573,2.891280666E7
718,T-Shirt,Clothing,770,3.69491027E7
2434,Keyboard,Electronics,728,3.888883079E7
235,T-Shirt,Clothing,639,3.17749505E7
2654,Gym Kit,Sports,609,2.796786604E7
2778,Laptop,Electronics,712,3.360736613E7
130,Monitor,Electronics,580,3.046797687E7
226,Mixer,Home Appliances,621,2.975970711E7
707,Microwave,Home Appliances,538,2.748340665E7
1379,Speaker,Electronics,634,2.986755994E7
3180,Football,Sports,681,3.616791739E7
2567,Mouse,Electronics,670,3.243973929E7
2337,Football,Sports,651,2.874789565E7
2414,Table,Furniture,726,3.56576669E7
4404,Programming Book,Books,615,3.142639368E7
2542,Jeans,Clothing,716,3.753101828E7
232,Sofa,Furniture,500,2.431983514E7
3039,Dictionary,Books,627,3.06850041E7
1687,Sofa,Furniture,579,2.706020139E7
4186,Football,Sports,643,3.095607775E7
1383,Office Desk,Furniture,687,3.54411574E7
189,Shirt,Clothing,666,3.2649634E7
1027,Table,Furniture,622,3.495394338E7
4939,Cricket Bat,Sports,832,4.432870487E7
4652,Jacket,Clothing,687,3.31998206E7
4963,Programming Book,Books,573,3.142291819E7
887,Microwave,Home Appliances,622,3.36301271E7
3166,Dictionary,Books,500,2.636817785E7
2833,Tennis Racket,Sports,891,5.042739753E7
658,Keyboard,Electronics,663,3.287930484E7
2270,Washing Machine,Home Appliances,665,3.142450435E7
5,T-Shirt,Clothing,670,3.382265753E7
2304,Speaker,Electronics,690,3.501861996E7
617,Refrigerator,Home Appliances,659,3.190735279E7
4325,Mouse,Electronics,721,3.912182201E7
296,Data Science Book,Books,607,2.896945438E7
4945,Washing Machine,Home Appliances,708,3.416308496E7
2244,Office Chair,Furniture,614,3.120703253E7
4055,Mouse,Electronics,773,3.955735273E7
4720,Tablet,Electronics,714,3.352240571E7
1097,Sofa,Furniture,618,3.185162735E7
3579,Dictionary,Books,834,4.454075739E7
3225,Football,Sports,629,3.261298827E7
4916,Table,Furniture,640,2.915814015E7
3250,Office Chair,Furniture,733,3.898554294E7
3852,Novel,Books,617,3.311068109E7
554,Table,Furniture,722,3.585876513E7
1821,Tennis Racket,Sports,729,3.582445439E7
2724,Cricket Bat,Sports,647,3.461448989E7
997,Mixer,Home Appliances,712,3.758355416E7
1707,Shirt,Clothing,612,3.396255312E7
4834,T-Shirt,Clothing,609,3.061279294E7
3872,Refrigerator,Home Appliances,620,2.929861229E7
2555,Refrigerator,Home Appliances,615,3.459692781E7
4231,Mouse,Electronics,809,4.155188483E7
4188,Refrigerator,Home Appliances,761,3.720806235E7
1293,Mixer,Home Appliances,748,4.131376828E7
223,Dictionary,Books,597,3.042887817E7
632,Data Science Book,Books,758,3.87590236E7
4721,Mixer,Home Appliances,637,3.053547282E7
2497,Washing Machine,Home Appliances,713,3.918059736E7
1859,Data Science Book,Books,818,4.356423124E7
1933,Refrigerator,Home Appliances,614,3.156680457E7
3709,Mouse,Electronics,667,3.252463854E7
2898,Jacket,Clothing,665,3.167120256E7
3942,Refrigerator,Home Appliances,608,3.080179382E7
3996,Microwave,Home Appliances,743,3.65524701E7
1128,Cricket Bat,Sports,671,3.487301494E7
3083,Shirt,Clothing,791,3.755135626E7
3275,Washing Machine,Home Appliances,622,3.110215196E7
338,Gym Kit,Sports,705,2.983366316E7
2545,Washing Machine,Home Appliances,659,3.12596697E7
127,Gym Kit,Sports,620,3.259519034E7
1799,Shirt,Clothing,667,3.441859325E7
4565,Speaker,Electronics,717,3.725794289E7
4205,Office Chair,Furniture,611,3.206616242E7
2983,Tablet,Electronics,608,3.343144719E7
3380,T-Shirt,Clothing,623,2.961690262E7
642,Data Science Book,Books,709,3.424108702E7
1033,Mixer,Home Appliances,593,2.841431518E7
3699,Cupboard,Furniture,737,3.955077015E7
1864,Washing Machine,Home Appliances,553,2.477236093E7
2096,Laptop,Electronics,719,3.557869581E7
3981,Microwave,Home Appliances,799,3.694454817E7
3445,Football,Sports,598,2.924276047E7
4374,Table,Furniture,650,3.122863722E7
2299,Dictionary,Books,856,4.134603714E7
1002,T-Shirt,Clothing,735,3.775951019E7
2199,Gym Kit,Sports,688,3.596134491E7
1665,Sofa,Furniture,672,3.332691494E7
339,Table,Furniture,720,3.432591584E7
3928,Microwave,Home Appliances,642,3.006213406E7
1008,Football,Sports,659,3.15946828E7
1914,Tablet,Electronics,711,3.586898838E7
4137,Jeans,Clothing,636,3.400584239E7
4768,Sofa,Furniture,640,3.035410574E7
3904,Cupboard,Furniture,648,3.324946384E7
1869,Table,Furniture,713,3.511013896E7
4848,Refrigerator,Home Appliances,587,2.972668068E7
1574,Data Science Book,Books,813,4.126998424E7
309,Refrigerator,Home Appliances,608,3.129280511E7
3798,Data Science Book,Books,657,3.119960988E7
2560,Keyboard,Electronics,690,3.578421057E7
3324,Sofa,Furniture,573,2.988607298E7
3936,Novel,Books,698,3.631762815E7
1670,Gym Kit,Sports,644,2.983438801E7
472,Football,Sports,606,2.976758622E7
3075,Mobile Phone,Electronics,648,2.99287546E7
3692,Jacket,Clothing,680,3.4819781E7
3601,Shirt,Clothing,591,2.964048903E7
4935,Programming Book,Books,594,2.769067203E7
3854,Refrigerator,Home Appliances,647,3.148792477E7
1387,Tennis Racket,Sports,725,3.58301875E7
302,Cupboard,Furniture,749,3.534620482E7
4106,Gym Kit,Sports,717,3.648024045E7
3875,Office Chair,Furniture,649,3.178895853E7
2582,Cricket Bat,Sports,703,3.767634941E7
2662,Novel,Books,611,3.097567534E7
1344,Mouse,Electronics,675,3.617320925E7
1425,Mobile Phone,Electronics,641,3.220803185E7
1966,Shirt,Clothing,718,3.836446344E7
10,Table,Furniture,620,3.347599649E7
3339,Office Chair,Furniture,703,3.495738053E7
4627,Dictionary,Books,591,2.883046156E7
1578,Tennis Racket,Sports,725,3.604986949E7
3602,Novel,Books,680,3.512746074E7
